City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,la passe,45.5549,-0.8967,11.66,90,98,4.56,FR,1705954720
293,chipata,-13.6333,32.65,18.59,98,100,0.62,ZM,1705954720
294,cockburn town,21.4612,-71.1419,25.06,79,37,11.75,TC,1705954721
295,bielsk podlaski,52.7651,23.1865,3.47,78,100,8.51,PL,1705954721
296,nefta,33.8731,7.8777,12.14,48,4,1.54,TN,1705954721
297,swan hill,-35.3378,143.5544,14.93,54,15,2.95,AU,1705954721
298,crane,31.3974,-102.3501,14.92,35,0,0.61,US,1705954722
299,axim,4.8699,-2.2405,27.42,85,4,4.27,GH,1705954722
300,kudahuvadhoo,2.6708,72.8944,27.89,79,6,5.94,MV,1705954723
301,matoury,4.8483,-52.3317,28.98,70,75,5.14,GF,1705954723
302,pokhara,28.2333,83.9833,9.38,41,7,2.27,NP,1705954502
303,pathein,16.7833,94.7333,20.89,79,8,3.37,MM,1705954723
304,kalachinsk,55.0529,74.5751,-15.28,85,100,3.35,RU,1705954724
305,kasongo-lunda,-6.4667,16.8167,23.22,76,37,0.59,CD,1705954724
306,sungai petani,5.647,100.4877,26.93,93,100,1.51,MY,1705954724
307,warrnambool,-38.3833,142.4833,12.22,84,100,3.45,AU,1705954442
308,encarnacion de diaz,21.5167,-102.2333,21.32,27,100,8.42,MX,1705954724
309,oriximina,-1.7656,-55.8661,28.26,78,81,2.03,BR,1705954725
310,ventspils,57.3894,21.5606,4.96,93,100,8.75,LV,1705954725
311,bontang,0.1333,117.5,25.94,88,100,2.94,ID,1705954725
312,kambileyevskoye,43.0786,44.7522,-3.97,92,100,2.0,RU,1705954725
313,severnoye,56.3491,78.3619,-15.01,84,100,4.02,RU,1705954726
314,arraial do cabo,-22.9661,-42.0278,26.98,78,40,5.14,BR,1705954726
315,luanco,43.6152,-5.7934,14.05,97,100,1.92,ES,1705954726
316,rice lake,45.5061,-91.7382,-0.82,66,100,0.0,US,1705954726
317,novodvinsk,64.4165,40.8122,-5.12,90,100,4.77,RU,1705954727
318,natal,-5.795,-35.2094,30.36,74,75,6.69,BR,1705954727
319,horta,38.5333,-28.6333,17.8,90,75,8.75,PT,1705954727
320,camarinas,43.1311,-9.1817,15.52,97,100,4.14,ES,1705954728
321,acapulco de juarez,16.8634,-99.8901,31.9,45,20,5.66,MX,1705954728
322,verkhov'ye,52.8119,37.2425,-12.6,92,14,5.74,RU,1705954728
323,surskoye,54.4821,46.7214,-21.97,99,13,2.57,RU,1705954728
324,saipan,15.1355,145.701,25.39,78,0,7.72,MP,1705954729
325,port saint john's,-31.6229,29.5448,22.72,85,92,5.97,ZA,1705954729
326,champerico,14.3,-91.9167,36.3,58,86,4.92,GT,1705954729
327,balkh,36.75,67.0,9.59,36,71,1.5,AF,1705954729
328,lucapa,-8.4192,20.7447,19.97,90,98,0.41,AO,1705954496
329,arkalyk,50.2486,66.9114,-11.35,73,100,3.23,KZ,1705954730
330,gorgan,36.8387,54.4348,7.98,93,100,3.09,IR,1705954730
331,kyabe,9.4515,18.9449,26.65,10,0,1.82,TD,1705954730
332,chelm,51.1431,23.4716,2.72,68,100,7.97,PL,1705954730
333,ceylanpinar,36.8472,40.05,10.25,84,61,3.67,TR,1705954731
334,haro,42.5763,-2.8476,12.37,84,99,2.45,ES,1705954731
335,amungan,15.3652,119.9582,25.01,75,36,1.91,PH,1705954731
336,miri,4.4148,114.0089,24.08,100,20,0.51,MY,1705954731
337,new norfolk,-42.7826,147.0587,12.18,69,97,0.2,AU,1705954732
338,deniliquin,-35.5333,144.9667,14.82,62,57,1.97,AU,1705954732
339,yanam,16.7333,82.2167,21.08,89,75,1.62,IN,1705954732
340,cabo san lucas,22.8909,-109.9124,26.45,57,75,5.14,MX,1705954732
341,saoner,21.3833,78.9,20.92,43,86,2.02,IN,1705954732
342,suva,-18.1416,178.4415,25.71,94,75,2.06,FJ,1705954733
343,kalmunai,7.4167,81.8167,26.31,70,100,2.73,LK,1705954733
344,basmakci,37.8972,30.0117,1.05,79,32,2.21,TR,1705954733
345,mashhad,36.297,59.6062,6.08,49,0,3.09,IR,1705954733
346,ocean shores,46.9737,-124.1563,10.72,98,100,7.2,US,1705954734
347,aldama,22.9167,-98.0667,25.21,61,63,5.02,MX,1705954734
348,aljezur,37.3191,-8.8033,12.51,83,10,2.77,PT,1705954734
349,songadh,21.1667,73.5667,18.06,27,51,1.04,IN,1705954734
350,praia da vitoria,38.7333,-27.0667,17.14,88,40,11.6,PT,1705954735
351,fortaleza,-3.7227,-38.5247,30.6,87,75,5.66,BR,1705954735
352,ouesso,1.6136,16.0517,25.44,26,3,1.08,CG,1705954735
353,hami,42.8,93.45,-11.01,61,0,1.39,CN,1705954735
354,kingston,17.997,-76.7936,30.53,77,40,5.66,JM,1705954736
355,kuala belait,4.5833,114.1833,24.09,89,47,3.26,BN,1705954736
356,oeiras do para,-2.0031,-49.8544,33.42,50,23,2.91,BR,1705954736
357,ibiza,38.9088,1.433,14.01,83,75,4.63,ES,1705954736
358,kota belud,6.351,116.4305,24.76,85,45,1.78,MY,1705954736
359,jewar,28.1333,77.55,6.82,51,0,1.13,IN,1705954737
360,khilok,51.3674,110.4676,-22.62,96,64,1.63,RU,1705954737
361,port moresby,-9.4431,147.1797,23.68,94,100,5.14,PG,1705954737
362,tabou,4.423,-7.3528,26.97,84,37,3.33,CI,1705954737
363,kavarna,43.4333,28.3333,-3.57,89,28,2.86,BG,1705954738
364,puerto ayacucho,5.6639,-67.6236,36.96,29,50,3.42,VE,1705954738
365,quatis,-22.4072,-44.2581,23.23,90,68,2.76,BR,1705954738
366,pagar alam,-4.0167,103.2667,19.62,85,99,2.01,ID,1705954738
367,gadzhiyevo,69.2551,33.3362,-7.9,88,100,3.76,RU,1705954739
368,east london,-33.0153,27.9116,21.02,81,94,5.7,ZA,1705954739
369,las khorey,11.1595,48.1967,24.73,57,91,5.3,SO,1705954739
370,anthem,33.8673,-112.1468,15.92,72,98,3.6,US,1705954739
371,st. paul,44.9444,-93.0933,1.38,66,100,1.54,US,1705954740
372,handan,36.6006,114.4678,-5.86,34,6,1.42,CN,1705954740
373,portland,45.5234,-122.6762,13.12,92,100,1.79,US,1705954740
374,asipovichy,53.2933,28.6422,-2.22,87,100,7.36,BY,1705954740
375,calama,-22.4667,-68.9333,26.27,25,0,11.83,CL,1705954740
376,ishigaki,24.3448,124.1572,13.07,94,75,7.72,JP,1705954741
377,saint-louis,16.3333,-15.0,29.06,6,100,4.95,SN,1705954741
378,les avirons,-21.2418,55.3394,25.05,89,100,2.57,RE,1705954741
379,priozersk,61.0393,30.1291,-1.06,86,100,8.12,RU,1705954742
380,riverhead,40.917,-72.662,3.02,60,0,5.66,US,1705954742
381,strazhitsa,43.2333,25.9667,-4.11,82,4,1.87,BG,1705954742
382,namdrik,5.5994,168.1028,27.94,80,27,8.53,MH,1705954742
383,katima mulilo,-17.5,24.2667,20.75,87,100,2.16,NA,1705954742
384,lerwick,60.1545,-1.1494,7.0,84,54,10.71,GB,1705954743
385,lazaro cardenas,17.9583,-102.2,29.82,52,0,4.14,MX,1705954743
386,jalai nur,49.45,117.7,-26.37,97,25,1.12,CN,1705954743
387,pechora,65.1472,57.2244,-16.75,95,100,6.26,RU,1705954743
388,general acha,-37.377,-64.6043,34.98,16,0,8.33,AR,1705954744
389,paro,27.4305,89.4133,1.93,92,46,0.88,BT,1705954744
390,luba,3.4568,8.5547,26.94,77,4,4.57,GQ,1705954744
391,askino,56.0901,56.5783,-29.52,100,100,2.08,RU,1705954744
392,sena madureira,-9.0656,-68.6569,29.33,68,100,1.19,BR,1705954744
393,tselinnoye,53.0833,85.6667,-23.81,96,16,1.09,RU,1705954745
394,namtsy,62.7161,129.6658,-40.76,100,52,1.65,RU,1705954745
395,buka,40.8108,69.1986,6.24,37,86,0.26,UZ,1705954745
396,nazarovo,56.0064,90.3914,-22.43,94,11,1.79,RU,1705954745
397,klyuchi,52.2667,79.1667,-17.25,86,10,3.48,RU,1705954746
398,satuek,15.297,103.2919,20.06,68,57,6.83,TH,1705954591
399,guelmim,28.987,-10.0574,18.76,25,3,3.93,MA,1705954746
400,anna regina,7.2644,-58.5077,27.78,68,0,3.19,GY,1705954746
401,cacule,-14.5033,-42.2222,30.05,52,86,3.33,BR,1705954746
402,bhindar,24.5,74.1833,12.36,35,0,2.11,IN,1705954747
403,mount isa,-20.7333,139.5,24.87,94,46,0.0,AU,1705954747
404,valparaiso,-33.0393,-71.6273,21.13,68,20,4.12,CL,1705954747
405,salinopolis,-0.6136,-47.3561,28.07,80,30,4.86,BR,1705954747
406,pisco,-13.7,-76.2167,26.03,73,0,5.66,PE,1705954748
407,atherton,53.5237,-2.4935,7.72,73,15,6.71,GB,1705954748
408,uttaradit,17.6667,100.5,14.46,46,39,1.65,TH,1705954748
409,kamloops,50.6665,-120.3192,5.32,90,100,4.12,CA,1705954748
410,bardai,11.65,7.2333,21.68,9,10,4.32,NG,1705954749
411,nantucket,41.2835,-70.0995,3.08,65,0,7.2,US,1705954749
412,assab,13.0092,42.7394,25.48,74,57,10.49,ER,1705954749
413,emmett,43.8735,-116.4993,7.94,87,100,2.23,US,1705954749
414,okakarara,-20.5833,17.4333,25.07,41,98,3.1,NA,1705954749
415,biratnagar,26.4831,87.2834,11.06,57,3,2.25,NP,1705954750
416,mingora,34.7758,72.3625,7.17,27,100,1.75,PK,1705954750
417,quellon,-43.1167,-73.6167,20.06,61,20,4.99,CL,1705954750
418,winnemucca,40.973,-117.7357,7.03,81,100,3.09,US,1705954750
419,mejit,10.2753,170.8646,26.46,82,23,8.62,MH,1705954751
420,boguchany,58.3814,97.4531,-22.3,99,81,1.34,RU,1705954751
421,mar del plata,-38.0023,-57.5575,28.62,71,0,9.39,AR,1705954751
422,heishan,41.6892,122.1128,-17.61,62,8,2.28,CN,1705954751
423,sao gabriel da cachoeira,-0.1303,-67.0892,32.89,58,20,2.57,BR,1705954751
424,grand falls-windsor,48.9332,-55.6649,-3.61,67,9,4.59,CA,1705954752
425,muisne,0.6,-80.0333,27.6,84,92,4.88,EC,1705954752
426,huaraz,-9.5333,-77.5333,18.68,64,93,1.53,PE,1705954753
427,hakha,22.65,93.6167,4.56,72,18,0.95,MM,1705954753
428,tambov,52.7317,41.4339,-18.41,100,5,3.13,RU,1705954753
429,ryzdvyanyy,45.2656,41.8389,-9.61,74,54,5.24,RU,1705954753
430,chardara,41.2547,67.9692,7.31,55,85,2.83,KZ,1705954754
431,victoria,22.2855,114.1577,7.4,89,100,6.71,HK,1705954685
432,altamont,42.2068,-121.7372,8.91,76,75,0.45,US,1705954754
433,arinos,-15.9169,-46.1056,30.48,56,74,1.79,BR,1705954755
434,taroa,8.7058,171.2275,27.1,77,82,7.88,MH,1705954755
435,dawesville,30.9224,-84.0091,18.71,56,0,4.12,US,1705954755
436,vangaindrano,-23.35,47.6,25.61,81,100,1.31,MG,1705954755
437,loncoche,-39.3667,-72.6333,36.19,20,0,2.66,CL,1705954756
438,kerema,-7.9631,145.7785,24.95,92,100,5.42,PG,1705954756
439,paita,-5.0892,-81.1144,27.02,71,51,7.31,PE,1705954756
440,kenai,60.5544,-151.2583,-18.28,81,0,2.57,US,1705954756
441,daru,-9.0763,143.2092,24.6,92,100,5.62,PG,1705954756
442,shajiang,26.7825,119.9669,1.34,92,100,1.81,CN,1705954757
443,veracruz,19.3333,-96.6667,19.86,91,99,0.74,MX,1705954757
444,port nelson,23.6333,-74.8333,22.67,71,100,11.18,BS,1705954757
445,coquimbo,-29.9533,-71.3436,18.85,77,20,6.17,CL,1705954757
446,ellensburg,46.9965,-120.5479,3.59,93,100,0.0,US,1705954758
447,fuglafjordur,62.244,-6.814,3.26,92,100,2.96,FO,1705954758
448,alagoinhas,-12.1356,-38.4192,31.36,55,97,3.82,BR,1705954758
449,laguna,38.421,-121.4238,15.16,84,100,4.63,US,1705954758
450,paidha,2.4167,30.9855,20.13,39,28,1.49,UG,1705954759
451,al qadarif,14.0349,35.3834,27.08,29,3,5.01,SD,1705954759
452,olenino,56.2092,33.4889,-4.12,79,100,8.89,RU,1705954759
453,tofol,5.3248,163.0078,27.87,81,89,9.23,FM,1705954759
454,midland,31.9974,-102.0779,12.37,66,0,1.54,US,1705954760
455,akureyri,65.6835,-18.0878,-12.04,72,40,3.6,IS,1705954760
456,aginskoye,51.1,114.53,-16.2,76,9,6.22,RU,1705954760
457,lensk,60.7253,114.9278,-11.12,88,100,6.37,RU,1705954760
458,saskatoon,52.1168,-106.6345,-14.01,77,100,6.71,CA,1705954760
459,beipiao,41.7919,120.7792,-15.53,51,9,3.03,CN,1705954761
460,dhidhdhoo,6.8833,73.1,27.86,76,4,2.33,MV,1705954761
461,kyzylorda,44.8528,65.5092,-11.99,79,0,2.0,KZ,1705954761
462,tezu,27.9167,96.1667,13.09,47,1,1.87,IN,1705954622
463,port macquarie,-31.4333,152.9167,19.94,77,100,3.39,AU,1705954761
464,anar darah,32.7587,61.654,10.45,27,0,2.15,AF,1705954762
465,mezhdurechenskiy,59.6,65.9333,-17.65,97,6,2.65,RU,1705954762
466,vershino-darasunskiy,52.35,115.5167,-21.86,89,98,2.2,RU,1705954763
467,tindouf,27.6711,-8.1474,18.25,27,94,2.57,DZ,1705954763
468,ellsworth,44.5434,-68.4195,2.29,68,0,3.09,US,1705954764
469,puerto santa,-8.9906,-78.6456,25.46,75,68,4.35,PE,1705954764
470,beacon square,28.2086,-82.7554,20.66,68,100,1.79,US,1705954764
471,jayapura,-2.5333,140.7,24.66,94,100,2.52,ID,1705954765
472,oranjemund,-28.55,16.4333,17.45,95,39,2.84,NA,1705954765
473,dwarka,22.2394,68.9678,21.37,73,4,4.48,IN,1705954766
474,chapaev,50.2,51.1667,-20.25,92,5,4.05,KZ,1705954766
475,shenjiamen,29.9576,122.298,0.22,65,100,10.79,CN,1705954766
476,thunder bay,48.4001,-89.3168,-4.01,63,100,3.6,CA,1705954767
477,as sulayyil,20.4607,45.5779,18.14,35,1,4.02,SA,1705954767
478,dryden,49.7833,-92.7503,-9.49,76,100,3.31,CA,1705954767
479,parfino,57.9731,31.6481,-2.11,93,100,8.47,RU,1705954767
480,korsakov,46.6328,142.7813,-14.09,89,100,11.53,RU,1705954767
481,chibougamau,49.9168,-74.3659,-5.21,93,100,5.66,CA,1705954768
482,richards bay,-28.783,32.0377,22.64,90,10,3.87,ZA,1705954704
483,nagqu,31.5,92.0,-18.99,81,0,1.54,CN,1705954768
484,wellington,-41.2866,174.7756,21.66,83,75,11.32,NZ,1705954662
485,faya-largeau,17.9257,19.1043,22.21,24,20,9.42,TD,1705954769
486,juliaca,-15.5,-70.1333,18.99,34,40,6.69,PE,1705954769
487,savanna-la-mar,18.219,-78.1332,28.29,62,59,4.65,JM,1705954770
488,hadibu,12.65,54.0333,23.58,68,48,5.8,YE,1705954770
489,onega,63.9061,38.1404,-5.16,87,100,6.49,RU,1705954770
490,la'ie,21.6477,-157.9253,27.98,70,5,1.79,US,1705954770
491,kajiado,-1.8524,36.7768,16.7,79,93,4.48,KE,1705954771
492,at taj,24.2049,23.2857,13.22,50,100,5.25,LY,1705954523
493,marquette,46.5333,-87.6335,-3.51,70,100,2.24,US,1705954771
494,dobroslav,46.8194,30.9432,0.04,76,93,4.28,UA,1705954771
495,tumut,-35.3,148.2167,16.05,80,94,1.42,AU,1705954771
496,greymouth,-42.4667,171.2,15.07,93,98,8.66,NZ,1705954772
497,geraldton,-28.7667,114.6,21.23,73,75,7.72,AU,1705954772
498,princeville,45.7668,-61.2985,-1.94,68,7,0.89,CA,1705954772
499,kampene,-3.6,26.6667,20.04,89,89,0.79,CD,1705954772
500,puerto baquerizo moreno,-0.9,-89.6,28.55,84,40,4.12,EC,1705954611
501,kangdong-up,39.1425,126.0961,-16.5,71,25,3.32,KP,1705954773
502,san andres,12.5847,-81.7006,31.01,62,20,7.72,CO,1705954773
503,mananara,-16.1667,49.7667,24.65,88,99,1.87,MG,1705954773
504,domna,51.8971,113.1573,-17.91,65,21,2.0,RU,1705954773
505,baracoa,20.3467,-74.4958,24.61,84,100,7.6,CU,1705954774
506,leh,34.1667,77.5833,-7.94,28,99,1.15,IN,1705954718
507,pionerskiy,54.9508,20.2275,3.91,94,100,10.92,RU,1705954774
508,denison,33.7557,-96.5367,3.42,94,100,2.68,US,1705954520
509,pariaman,-0.619,100.12,25.03,88,87,1.5,ID,1705954775
510,minab,27.1467,57.0801,20.04,67,0,0.23,IR,1705954775
511,zuera,41.8677,-0.7898,8.99,75,27,3.93,ES,1705954775
512,tuy hoa,13.0833,109.3,20.94,91,24,3.1,VN,1705954501
513,aldan,58.6031,125.3894,-14.87,95,100,4.71,RU,1705954775
514,tokar,18.4254,37.729,26.33,76,100,3.5,SD,1705954755
515,suncho corral,-27.9336,-63.4294,35.76,17,0,4.69,AR,1705954776
516,muravlenko,63.7898,74.523,-13.69,91,79,8.62,RU,1705954776
517,santa rosa,14.3122,121.1114,26.17,97,48,2.18,PH,1705954729
518,aykhal,66.0,111.5,-14.79,93,99,7.82,RU,1705954777
519,isiro,2.7739,27.616,22.69,30,95,1.15,CD,1705954777
520,kourou,5.1552,-52.6478,29.03,72,49,4.39,GF,1705954919
521,porto novo,6.4965,2.6036,28.9,78,0,3.91,BJ,1705954777
522,canutama,-6.5339,-64.3831,24.52,98,100,0.8,BR,1705954777
523,kansipati,6.0011,121.2344,24.91,89,75,0.94,PH,1705954778
524,christchurch,-43.5333,172.6333,21.06,78,20,7.72,NZ,1705954641
525,novoutkinsk,56.993,59.5571,-24.6,100,100,1.81,RU,1705954778
526,egilsstadir,65.2653,-14.3948,-6.05,68,75,4.63,IS,1705954778
527,nha trang,12.25,109.1833,24.0,88,14,2.93,VN,1705954502
528,kuanda,56.3161,116.0806,-22.55,97,99,0.34,RU,1705954779
529,coldwater,41.9403,-85.0005,-0.84,89,100,7.2,US,1705954779
530,sarvar,47.2539,16.9352,1.92,75,100,1.79,HU,1705954779
531,baiti,13.745,-14.7482,30.89,6,29,4.44,SN,1705954779
532,karratha,-20.7377,116.8463,26.98,77,89,5.04,AU,1705954769
533,minas de marcona,-15.2119,-75.1103,23.36,69,57,4.66,PE,1705954780
534,ewo,-0.8725,14.8206,26.78,61,76,1.55,CG,1705954781
535,celestun,20.8667,-90.4,25.92,70,100,3.61,MX,1705954781
536,iwaki,37.05,140.8833,6.68,83,52,0.45,JP,1705954627
537,novyy urengoy,66.0833,76.6333,-11.49,91,100,9.35,RU,1705954781
538,ust'-ilimsk,58.0006,102.6619,-19.2,97,84,2.24,RU,1705954782
539,mogadishu,2.0371,45.3438,26.41,80,9,10.67,SO,1705954782
540,manga,11.6636,-1.0731,27.47,8,99,3.15,BF,1705954782
541,selinsgrove,40.799,-76.8622,1.41,50,75,2.57,US,1705954782
542,dzhalagash,45.0833,64.6667,-4.52,63,83,3.23,KZ,1705954782
543,nushki,29.5542,66.0215,9.34,31,0,1.07,PK,1705954783
544,manaure,11.7751,-72.4445,31.58,42,0,12.17,CO,1705954783
545,butembo,0.15,29.2833,16.86,51,45,1.33,CD,1705954783
546,taichung,24.1469,120.6839,9.16,89,75,13.89,TW,1705954507
547,tadine,-21.55,167.8833,26.39,82,100,2.94,NC,1705954783
548,pacific grove,36.6177,-121.9166,16.68,89,100,3.13,US,1705954784
549,bamboo flat,11.7,92.7167,21.05,94,3,1.03,IN,1705954784
550,lengshuijiang,27.6881,111.4294,-6.64,91,13,1.19,CN,1705954784
551,diego de almagro,-26.3667,-70.05,30.55,21,3,6.34,CL,1705954784
552,ciudad gustavo diaz ordaz,26.2333,-98.5833,23.34,74,79,8.01,MX,1705954785
553,copala,16.65,-98.9833,30.8,49,5,4.49,MX,1705954785
554,piti village,13.4626,144.6933,25.03,93,100,2.06,GU,1705954785
555,tekeli,44.83,78.8239,-8.66,62,0,4.83,KZ,1705954785
556,china,25.7,-99.2333,26.69,47,60,5.24,MX,1705954540
557,heyuan,23.7333,114.6833,2.17,90,100,3.29,CN,1705954786
558,san borja,-14.8167,-66.85,30.53,73,100,2.28,BO,1705954786
559,pemba,-12.974,40.5178,25.1,88,100,3.47,MZ,1705954786
560,midvagur,62.0511,-7.1939,3.46,93,75,2.06,FO,1705954786
561,westerland,54.9079,8.3033,6.12,81,75,9.77,DE,1705954787
562,fort bragg,35.139,-79.006,10.92,24,0,2.06,US,1705954787
563,afif,23.9065,42.9172,19.51,32,0,4.66,SA,1705954787
564,amarante do maranhao,-5.5667,-46.7422,28.59,69,80,2.08,BR,1705954787
565,yamada,39.4667,141.95,6.02,76,95,4.59,JP,1705954787
566,tamanrasset,22.785,5.5228,15.95,8,0,2.57,DZ,1705954788
567,mandalgovi,45.7625,106.2708,-20.88,91,10,4.89,MN,1705954788
568,eirunepe,-6.6603,-69.8736,24.77,96,100,0.75,BR,1705954788
569,betio village,1.358,172.9211,29.02,74,93,4.81,KI,1705954642
570,qazvin,36.2797,50.0049,4.79,75,100,2.06,IR,1705954789
571,conde,-7.2597,-34.9075,29.7,70,40,4.12,BR,1705954789
572,port-vila,-17.7338,168.3219,24.78,100,100,1.03,VU,1705954789
573,tanah merah,5.8,102.15,23.9,100,99,0.13,MY,1705954789
574,golmarmara,38.7139,27.9142,3.12,70,0,2.28,TR,1705954790
575,huangmei,30.1924,116.025,-2.67,45,13,2.1,CN,1705954790
576,viedma,-40.8135,-62.9967,38.12,10,0,7.05,AR,1705954790
577,alofi,-19.0595,-169.9187,26.94,89,92,5.66,NU,1705954790
578,balykchy,42.4557,76.1861,-6.88,59,20,0.89,KG,1705954790
579,nizhnesortymskiy,62.4397,71.7603,-15.06,95,91,5.57,RU,1705954791
580,uusikaupunki,60.8004,21.4084,3.3,85,100,10.42,FI,1705954791
581,bulungu,-4.55,18.6,23.37,86,83,1.23,CD,1705954791
582,tirumullaivasal,11.2333,79.8333,24.43,74,5,4.15,IN,1705954791
583,loango,-4.6719,11.8312,27.81,83,40,4.63,CG,1705954792
584,kalianget,-7.05,113.9333,26.45,87,100,4.17,ID,1705954792
585,harper,4.375,-7.7169,26.99,85,20,3.69,LR,1705954792
586,margate,51.3813,1.3862,8.39,69,11,5.36,GB,1705954737
587,jaltepec,19.7333,-98.6333,19.06,31,15,4.19,MX,1705954792
588,santa rosalia,27.3167,-112.2833,19.5,53,100,1.75,MX,1705954793
